carat,cut,color,clarity,depth,table,price,x,y,z,L/W,color_scale,grams,ppg,clarity_scale,cut_scale
0.7,Ideal,D,SI2,62.1,56.0,2575,5.67,5.71,3.53,0.9929947460595446,1,0.13999999999999999,18392.857142857145,7,5
1.1,Very Good,D,VVS2,61.7,56.0,11132,6.64,6.65,4.1,0.9984962406015037,1,0.22000000000000003,50599.99999999999,3,3
0.57,Ideal,D,SI1,62.4,56.0,1754,5.29,5.32,3.31,0.994360902255639,1,0.11399999999999999,15385.964912280702,6,5
1.0,Premium,D,SI1,62.1,58.0,5488,6.45,6.34,3.97,1.0173501577287067,1,0.2,27440.0,6,4
1.52,Premium,D,SI2,59.1,58.0,9959,7.48,7.45,4.41,1.0040268456375838,1,0.30400000000000005,32759.868421052626,7,4
0.31,Ideal,E,VVS2,61.6,55.0,1046,4.38,4.35,2.69,1.006896551724138,2,0.062,16870.967741935485,3,5
1.01,Ideal,G,VS2,61.4,57.0,7179,6.44,6.5,3.97,0.9907692307692308,4,0.202,35539.60396039604,5,5
0.7,Good,G,SI1,63.9,58.0,2218,5.57,5.51,3.54,1.0108892921960073,4,0.13999999999999999,15842.857142857145,6,2
0.57,Very Good,D,VS2,61.4,56.0,1998,5.34,5.37,3.29,0.994413407821229,1,0.11399999999999999,17526.315789473687,5,3
0.41,Ideal,G,VS2,60.7,56.0,801,4.77,4.82,2.91,0.9896265560165973,4,0.082,9768.292682926829,5,5
0.5,Very Good,E,SI2,60.6,59.0,1104,5.07,5.12,3.09,0.990234375,2,0.1,11040.0,7,3
0.32,Ideal,E,VS2,60.2,57.0,960,4.51,4.46,2.7,1.0112107623318385,2,0.064,15000.0,5,5
0.4,Premium,G,VVS2,62.7,59.0,982,4.69,4.72,2.95,0.9936440677966103,4,0.08000000000000002,12274.999999999998,3,4
0.52,Ideal,G,VS2,62.0,55.0,1577,5.19,5.13,3.2,1.0116959064327486,4,0.10400000000000001,15163.461538461537,5,5
0.57,Very Good,I,SI1,62.5,58.0,1180,5.22,5.27,3.28,0.9905123339658445,6,0.11399999999999999,10350.877192982458,6,3
0.32,Ideal,F,VS2,61.9,56.0,645,4.41,4.44,2.74,0.9932432432432432,3,0.064,10078.125,5,5
0.71,Ideal,G,SI1,61.6,55.0,3007,5.72,5.78,3.54,0.9896193771626297,4,0.142,21176.05633802817,6,5
1.18,Good,E,SI2,63.6,57.0,4071,6.74,6.72,4.28,1.0029761904761905,2,0.236,17250.0,7,2
0.33,Premium,F,SI1,59.9,61.0,705,4.47,4.44,2.67,1.0067567567567566,3,0.066,10681.818181818182,6,4
1.01,Very Good,G,SI2,63.2,58.0,3275,6.42,6.35,4.04,1.0110236220472442,4,0.202,16212.871287128712,7,3
1.51,Ideal,H,VS2,62.5,55.0,10959,7.34,7.29,4.57,1.0068587105624143,5,0.30200000000000005,36288.07947019867,5,5
1.02,Premium,F,SI2,62.0,59.0,4238,6.42,6.33,3.95,1.014218009478673,3,0.20400000000000001,20774.509803921566,7,4
1.07,Premium,I,SI1,61.2,58.0,4126,6.62,6.55,4.03,1.0106870229007634,6,0.21400000000000002,19280.373831775698,6,4
1.0,Very Good,F,VS2,63.2,56.0,6701,6.32,6.37,4.01,0.9921507064364208,3,0.2,33505.0,5,3
0.6,Ideal,F,VS2,61.9,55.0,1875,5.43,5.46,3.37,0.9945054945054944,3,0.12,15625.0,5,5
1.18,Ideal,E,VS1,62.4,54.0,9886,6.79,6.74,4.22,1.0074183976261126,2,0.236,41889.83050847458,4,5
0.32,Ideal,H,SI2,61.4,56.0,420,4.4,4.43,2.71,0.9932279909706547,5,0.064,6562.5,7,5
0.9,Very Good,F,VS2,62.2,57.0,4617,6.17,6.24,3.86,0.9887820512820512,3,0.18000000000000002,25649.999999999996,5,3
0.53,Ideal,D,VS1,61.3,56.0,1952,5.21,5.23,3.2,0.9961759082217972,1,0.10600000000000001,18415.09433962264,4,5
1.25,Ideal,I,SI2,62.0,57.0,5355,6.92,6.85,4.27,1.0102189781021897,6,0.25,21420.0,7,5
0.31,Ideal,E,VS2,61.0,56.0,872,4.41,4.38,2.68,1.0068493150684932,2,0.062,14064.516129032258,5,5
0.52,Very Good,E,VS2,63.4,57.0,1694,5.16,5.12,3.26,1.0078125,2,0.10400000000000001,16288.461538461537,5,3
1.03,Premium,E,SI1,59.5,60.0,6091,6.64,6.56,3.93,1.0121951219512195,2,0.20600000000000002,29567.961165048542,6,4
1.22,Premium,G,SI2,60.2,58.0,5534,6.92,6.9,4.16,1.0028985507246375,4,0.244,22680.32786885246,7,4
1.17,Ideal,G,VS2,62.0,56.0,7413,6.71,6.74,4.17,0.9955489614243324,4,0.23399999999999999,31679.48717948718,5,5
0.51,Very Good,D,SI1,63.4,59.0,1237,5.07,5.02,3.2,1.00996015936255,1,0.10200000000000001,12127.450980392156,6,3
1.1,Very Good,J,SI2,61.9,55.0,4217,6.59,6.63,4.09,0.9939668174962293,7,0.22000000000000003,19168.181818181816,7,3
1.1,Good,I,SI1,63.1,61.0,4133,6.49,6.56,4.12,0.989329268292683,6,0.22000000000000003,18786.363636363632,6,2
0.38,Ideal,D,VVS1,61.3,56.0,1400,4.65,4.71,2.87,0.9872611464968154,1,0.07600000000000001,18421.052631578943,2,5
0.59,Premium,H,VS2,60.7,56.0,1572,5.46,5.41,3.3,1.009242144177449,5,0.118,13322.033898305086,5,4
1.01,Premium,H,SI1,61.8,59.0,5204,6.38,6.33,3.93,1.0078988941548184,5,0.202,25762.37623762376,6,4
0.7,Premium,E,VS2,61.1,60.0,2777,5.71,5.64,3.47,1.0124113475177305,2,0.13999999999999999,19835.714285714286,5,4
0.39,Very Good,F,IF,59.9,59.0,1183,4.78,4.84,2.88,0.987603305785124,3,0.07800000000000001,15166.666666666664,1,3
0.36,Very Good,G,VVS2,61.9,58.0,821,4.54,4.6,2.83,0.9869565217391305,4,0.072,11402.77777777778,3,3
1.03,Ideal,J,SI1,62.6,57.0,3922,6.45,6.43,4.03,1.0031104199066874,7,0.20600000000000002,19038.83495145631,6,5
0.78,Ideal,F,SI2,60.6,55.0,2386,6.0,5.99,3.63,1.001669449081803,3,0.15600000000000003,15294.871794871791,7,5
0.36,Ideal,I,VS2,61.8,55.0,523,4.58,4.61,2.84,0.9934924078091105,6,0.072,7263.88888888889,5,5
0.42,Premium,H,VVS1,60.9,62.0,1096,4.86,4.8,2.94,1.0125000000000002,5,0.084,13047.619047619048,2,4
1.56,Good,I,SI1,64.0,57.0,6246,7.32,7.28,4.67,1.0054945054945055,6,0.31200000000000006,20019.230769230766,6,2
0.9,Very Good,H,VS1,61.5,59.0,4136,6.13,6.19,3.79,0.9903069466882067,5,0.18000000000000002,22977.777777777774,4,3
0.9,Premium,G,SI2,59.9,58.0,3492,6.22,6.27,3.74,0.9920255183413078,4,0.18000000000000002,19399.999999999996,7,4
0.39,Ideal,H,SI1,61.5,56.0,698,4.69,4.71,2.89,0.9957537154989385,5,0.07800000000000001,8948.717948717947,6,5
0.36,Very Good,H,IF,60.8,57.0,865,4.58,4.6,2.79,0.9956521739130436,5,0.072,12013.88888888889,1,3
1.07,Premium,G,SI2,62.5,59.0,3296,6.5,6.47,4.05,1.0046367851622875,4,0.21400000000000002,15401.869158878502,7,4
0.8,Ideal,I,SI1,59.4,58.0,2927,6.07,6.09,3.61,0.9967159277504106,6,0.16000000000000003,18293.749999999996,6,5
0.3,Ideal,D,VS1,60.8,56.0,885,4.37,4.39,2.66,0.9954441913439637,1,0.06,14750.0,4,5
1.2,Very Good,G,VS2,62.0,55.0,7318,6.8,6.84,4.23,0.9941520467836257,4,0.24,30491.666666666668,5,3
0.54,Ideal,E,VS2,60.5,56.0,1754,5.26,5.28,3.19,0.9962121212121211,2,0.10800000000000001,16240.740740740739,5,5
0.34,Ideal,E,SI2,62.4,54.0,454,4.49,4.52,2.81,0.9933628318584072,2,0.068,6676.470588235294,7,5
0.9,Very Good,G,VS1,62.3,60.0,4540,6.0,6.08,3.76,0.9868421052631579,4,0.18000000000000002,25222.22222222222,4,3
1.53,Good,J,SI2,64.1,58.0,6368,7.3,7.18,4.64,1.0167130919220055,7,0.30600000000000005,20810.457516339866,7,2
0.54,Very Good,G,VS1,61.6,56.0,1754,5.23,5.26,3.23,0.9942965779467682,4,0.10800000000000001,16240.740740740739,4,3
0.65,Very Good,G,VS2,63.2,57.0,2009,5.54,5.47,3.48,1.0127970749542963,4,0.13,15453.846153846152,5,3
0.36,Premium,G,IF,62.5,60.0,1074,4.49,4.53,2.82,0.9911699779249448,4,0.072,14916.666666666668,1,4
0.93,Premium,F,I1,61.3,59.0,2396,6.27,6.22,3.83,1.0080385852090032,3,0.18600000000000003,12881.720430107525,8,4
1.04,Premium,H,SI1,59.5,58.0,4890,6.58,6.67,3.94,0.9865067466266867,5,0.20800000000000002,23509.615384615383,6,4
0.71,Very Good,I,SI1,60.0,56.0,2502,5.86,5.83,3.51,1.0051457975986278,6,0.142,17619.718309859156,6,3
0.3,Premium,D,VS2,62.9,61.0,911,4.29,4.27,2.69,1.0046838407494145,1,0.06,15183.333333333334,5,4
1.51,Premium,G,SI1,59.7,58.0,10020,7.5,7.45,4.46,1.006711409395973,4,0.30200000000000005,33178.807947019865,6,4
0.61,Ideal,E,VS1,62.2,56.0,2214,5.43,5.41,3.37,1.0036968576709795,2,0.122,18147.54098360656,4,5
0.7,Ideal,F,VS1,62.4,55.0,2993,5.65,5.7,3.54,0.9912280701754387,3,0.13999999999999999,21378.57142857143,4,5
0.53,Ideal,E,VS2,62.4,56.0,1721,5.16,5.2,3.23,0.9923076923076923,2,0.10600000000000001,16235.849056603773,5,5
0.53,Premium,E,SI2,62.2,57.0,984,5.2,5.16,3.22,1.0077519379844961,2,0.10600000000000001,9283.018867924528,7,4
0.31,Ideal,G,SI1,62.2,55.0,593,4.36,4.35,2.71,1.0022988505747128,4,0.062,9564.516129032258,6,5
1.01,Very Good,J,SI2,63.5,59.0,3462,6.3,6.36,4.02,0.990566037735849,7,0.202,17138.613861386137,7,3
0.4,Very Good,H,VS2,59.1,61.0,737,4.81,4.84,2.85,0.993801652892562,5,0.08000000000000002,9212.499999999998,5,3
0.31,Ideal,G,VVS1,60.2,58.0,789,4.37,4.4,2.64,0.9931818181818182,4,0.062,12725.806451612903,2,5
0.9,Very Good,H,SI2,59.2,61.0,3160,6.23,6.27,3.7,0.9936204146730464,5,0.18000000000000002,17555.555555555555,7,3
0.26,Ideal,G,VVS2,62.7,53.0,514,4.09,4.11,2.57,0.9951338199513381,4,0.052000000000000005,9884.615384615383,3,5
1.5,Ideal,H,SI1,61.6,57.0,7627,7.34,7.24,4.49,1.0138121546961325,5,0.30000000000000004,25423.33333333333,6,5
1.03,Ideal,J,SI2,62.4,56.0,4054,6.44,6.48,4.03,0.9938271604938271,7,0.20600000000000002,19679.611650485436,7,5
0.41,Ideal,I,VS2,61.4,54.0,625,4.81,4.83,2.96,0.9958592132505175,6,0.082,7621.951219512195,5,5
1.5,Ideal,J,VS2,60.0,57.0,7503,7.45,7.36,4.44,1.0122282608695652,7,0.30000000000000004,25009.999999999996,5,5
1.83,Premium,I,SI1,62.9,55.0,11883,7.9,7.78,4.93,1.0154241645244215,6,0.36600000000000005,32467.213114754093,6,4
1.07,Ideal,E,SI2,62.2,55.0,5325,6.54,6.58,4.08,0.9939209726443768,2,0.21400000000000002,24883.177570093456,7,5
0.35,Very Good,G,IF,59.1,59.0,1044,4.59,4.62,2.72,0.9935064935064934,4,0.06999999999999999,14914.285714285716,1,3
0.78,Premium,D,SI1,61.8,59.0,3103,5.93,5.88,3.65,1.0085034013605443,1,0.15600000000000003,19891.025641025637,6,4
0.37,Ideal,D,SI1,61.9,54.0,643,4.62,4.65,2.87,0.9935483870967742,1,0.074,8689.18918918919,6,5
0.37,Premium,F,SI1,60.3,58.0,791,4.66,4.62,2.8,1.0086580086580086,3,0.074,10689.18918918919,6,4
0.34,Premium,G,VS2,60.2,58.0,765,4.55,4.52,2.73,1.0066371681415929,4,0.068,11250.0,5,4
1.35,Ideal,H,VVS1,61.9,57.0,10639,7.06,7.09,4.38,0.995768688293371,5,0.27,39403.7037037037,2,5
0.33,Ideal,G,IF,61.7,55.0,984,4.45,4.47,2.75,0.9955257270693513,4,0.066,14909.090909090908,1,5
0.7,Very Good,E,IF,63.4,58.0,3622,5.64,5.59,3.56,1.0089445438282647,2,0.13999999999999999,25871.428571428572,1,3
0.72,Ideal,J,VS2,61.4,57.0,2099,5.76,5.8,3.55,0.993103448275862,7,0.144,14576.38888888889,5,5
0.44,Premium,I,VVS1,61.5,58.0,926,4.87,4.95,3.02,0.9838383838383838,6,0.08800000000000001,10522.727272727272,2,4
1.0,Premium,G,VVS1,62.1,59.0,8008,6.29,6.4,3.94,0.9828125,4,0.2,40040.0,2,4
0.5,Ideal,D,SI2,60.9,57.0,1368,5.15,5.12,3.12,1.005859375,1,0.1,13680.0,7,5
1.06,Premium,G,VVS2,59.6,58.0,8149,6.65,6.61,3.95,1.006051437216339,4,0.21200000000000002,38438.67924528301,3,4
0.31,Premium,G,SI1,62.1,58.0,462,4.33,4.36,2.7,0.9931192660550459,4,0.062,7451.612903225807,6,4
1.53,Ideal,H,I1,62.3,56.0,6477,7.38,7.34,4.59,1.005449591280654,5,0.30600000000000005,21166.666666666664,8,5
0.34,Ideal,G,IF,61.5,55.0,974,4.51,4.53,2.78,0.9955849889624723,4,0.068,14323.529411764704,1,5
0.31,Ideal,E,VVS2,61.0,56.0,816,4.39,4.43,2.69,0.9909706546275395,2,0.062,13161.290322580646,3,5
0.31,Ideal,F,VVS1,61.6,55.0,840,4.36,4.4,2.7,0.9909090909090909,3,0.062,13548.387096774193,2,5
0.44,Premium,E,VS2,60.4,59.0,1003,4.9,4.93,2.97,0.9939148073022314,2,0.08800000000000001,11397.727272727272,5,4
0.43,Very Good,F,SI1,62.9,60.0,792,4.77,4.8,3.01,0.9937499999999999,3,0.08600000000000001,9209.302325581395,6,3
0.64,Premium,E,VVS2,62.1,58.0,2870,5.56,5.51,3.44,1.0090744101633393,2,0.128,22421.875,3,4
0.3,Premium,F,VVS1,61.8,59.0,1114,4.29,4.26,2.64,1.0070422535211268,3,0.06,18566.666666666668,2,4
0.4,Very Good,G,SI1,63.1,56.0,840,4.75,4.72,2.99,1.00635593220339,4,0.08000000000000002,10499.999999999998,6,3
1.02,Ideal,E,SI1,62.2,57.0,5655,6.45,6.41,4.0,1.0062402496099845,2,0.20400000000000001,27720.588235294115,6,5
0.35,Ideal,D,SI1,61.6,56.0,827,4.53,4.49,2.78,1.0089086859688197,1,0.06999999999999999,11814.285714285716,6,5
1.25,Ideal,J,VVS2,62.1,56.0,5980,6.81,6.84,4.24,0.9956140350877193,7,0.25,23920.0,3,5
0.32,Very Good,D,VVS2,60.0,57.0,809,4.45,4.49,2.68,0.9910913140311804,1,0.064,12640.625,3,3
0.9,Good,G,VS2,60.8,56.0,4210,6.14,6.19,3.75,0.9919224555735056,4,0.18000000000000002,23388.888888888887,5,2
0.81,Ideal,E,VS2,62.0,55.0,3538,5.99,5.97,3.71,1.003350083752094,2,0.16200000000000003,21839.5061728395,5,5
0.36,Premium,E,SI2,61.5,58.0,648,4.61,4.56,2.82,1.0109649122807018,2,0.072,9000.0,7,4
1.03,Very Good,F,SI2,63.1,57.0,3668,6.42,6.38,4.04,1.006269592476489,3,0.20600000000000002,17805.825242718445,7,3
1.0,Premium,G,SI2,61.8,60.0,4284,6.37,6.34,3.93,1.0047318611987381,4,0.2,21420.0,7,4
1.13,Very Good,I,VS2,61.6,57.0,4348,6.73,6.78,4.16,0.9926253687315635,6,0.22599999999999998,19238.938053097347,5,3
0.7,Ideal,F,SI1,60.3,58.0,2671,5.76,5.81,3.49,0.9913941480206541,3,0.13999999999999999,19078.57142857143,6,5
0.76,Ideal,G,VS2,61.7,55.0,3114,5.86,5.91,3.63,0.9915397631133672,4,0.15200000000000002,20486.842105263153,5,5
0.31,Premium,H,VVS2,61.9,58.0,802,4.36,4.33,2.69,1.0069284064665127,5,0.062,12935.483870967742,3,4
0.41,Premium,E,SI2,61.3,59.0,683,4.8,4.85,2.96,0.9896907216494846,2,0.082,8329.268292682926,7,4
0.42,Ideal,D,VS2,62.4,55.0,1031,4.8,4.82,3.0,0.9958506224066389,1,0.084,12273.809523809523,5,5
0.71,Ideal,E,VS2,62.7,57.0,2817,5.66,5.64,3.54,1.0035460992907803,2,0.142,19838.028169014087,5,5
0.32,Ideal,E,VVS2,61.2,56.0,816,4.39,4.43,2.7,0.9909706546275395,2,0.064,12750.0,3,5
0.43,Premium,G,VS2,61.1,58.0,1113,4.88,4.84,2.97,1.0082644628099173,4,0.08600000000000001,12941.860465116279,5,4
0.7,Good,E,VVS2,60.1,63.0,2857,5.68,5.71,3.42,0.9947460595446584,2,0.13999999999999999,20407.14285714286,3,2
0.71,Premium,G,VS1,60.8,59.0,2686,5.76,5.72,3.49,1.006993006993007,4,0.142,18915.49295774648,4,4
1.02,Very Good,G,SI1,62.9,56.0,4704,6.36,6.4,4.01,0.99375,4,0.20400000000000001,23058.823529411762,6,3
0.53,Ideal,D,VS2,60.9,57.0,1877,5.24,5.17,3.17,1.0135396518375241,1,0.10600000000000001,17707.547169811318,5,5
0.32,Very Good,G,VVS2,62.2,57.0,730,4.36,4.38,2.72,0.995433789954338,4,0.064,11406.25,3,3
1.02,Very Good,J,SI2,62.9,59.0,3755,6.34,6.41,4.01,0.9890795631825272,7,0.20400000000000001,18406.86274509804,7,3
0.71,Ideal,F,I1,60.1,57.0,1761,5.79,5.76,3.47,1.0052083333333335,3,0.142,12401.408450704226,8,5
0.32,Ideal,E,VS1,61.9,56.0,758,4.38,4.41,2.72,0.9931972789115646,2,0.064,11843.75,4,5
1.0,Very Good,E,SI2,59.6,62.0,4685,6.45,6.51,3.86,0.9907834101382489,2,0.2,23425.0,7,3
0.91,Very Good,G,SI2,62.8,59.0,3006,6.09,6.14,3.84,0.99185667752443,4,0.18200000000000002,16516.483516483513,7,3
1.51,Good,G,SI1,63.1,56.0,9258,7.2,7.28,4.57,0.989010989010989,4,0.30200000000000005,30655.629139072844,6,2
0.73,Ideal,E,SI2,60.9,57.0,2581,5.83,5.8,3.54,1.0051724137931035,2,0.146,17678.082191780824,7,5
0.97,Very Good,F,SI2,59.9,59.0,4063,6.38,6.45,3.84,0.9891472868217054,3,0.194,20943.298969072166,7,3
0.9,Very Good,H,VVS2,62.9,58.0,4186,6.1,6.15,3.85,0.9918699186991868,5,0.18000000000000002,23255.55555555555,3,3
0.8,Very Good,F,SI1,62.6,58.0,2862,5.9,5.92,3.7,0.9966216216216217,3,0.16000000000000003,17887.499999999996,6,3
0.9,Good,H,SI1,63.1,63.0,3484,6.04,6.1,3.83,0.9901639344262295,5,0.18000000000000002,19355.555555555555,6,2
0.37,Ideal,H,IF,61.4,55.0,936,4.63,4.66,2.85,0.9935622317596566,5,0.074,12648.64864864865,1,5
0.9,Premium,I,VS2,59.1,59.0,3385,6.28,6.24,3.7,1.0064102564102564,6,0.18000000000000002,18805.555555555555,5,4
0.7,Very Good,E,SI1,59.4,63.0,2481,5.79,5.73,3.42,1.0104712041884816,2,0.13999999999999999,17721.428571428572,6,3
0.58,Very Good,H,SI1,62.5,58.0,1402,5.29,5.31,3.31,0.9962335216572505,5,0.11599999999999999,12086.206896551725,6,3
0.5,Very Good,E,SI1,63.7,58.0,1293,5.02,5.06,3.21,0.9920948616600791,2,0.1,12930.0,6,3
1.5,Good,I,VS2,63.3,62.0,8555,7.08,7.19,4.52,0.9847009735744089,6,0.30000000000000004,28516.666666666664,5,2
1.5,Good,J,VVS2,63.3,57.0,8276,7.25,7.28,4.6,0.9958791208791209,7,0.30000000000000004,27586.666666666664,3,2
1.24,Good,G,VS2,61.3,57.0,8672,6.78,6.88,4.19,0.9854651162790699,4,0.248,34967.74193548387,5,2
0.77,Premium,J,VS2,62.3,58.0,1792,5.86,5.8,3.63,1.010344827586207,7,0.15400000000000003,11636.363636363634,5,4
0.84,Premium,D,VS1,60.6,57.0,4365,6.15,6.06,3.7,1.0148514851485149,1,0.168,25982.142857142855,4,4
0.41,Ideal,F,IF,61.7,56.0,1304,4.79,4.83,2.97,0.9917184265010351,3,0.082,15902.439024390244,1,5
0.35,Ideal,H,IF,60.5,56.0,984,4.59,4.56,2.77,1.006578947368421,5,0.06999999999999999,14057.142857142859,1,5
1.26,Very Good,G,SI1,63.3,58.0,7910,6.88,6.84,4.34,1.0058479532163742,4,0.252,31388.888888888887,6,3
0.54,Ideal,F,VS2,60.3,55.0,1662,5.26,5.32,3.19,0.9887218045112781,3,0.10800000000000001,15388.888888888887,5,5
0.38,Very Good,D,VS2,63.1,55.0,1005,4.6,4.59,2.9,1.0021786492374727,1,0.07600000000000001,13223.684210526313,5,3
0.31,Ideal,F,VVS1,62.1,54.0,840,4.37,4.39,2.72,0.9954441913439637,3,0.062,13548.387096774193,2,5
0.37,Ideal,J,VS1,62.6,57.0,624,4.57,4.54,2.85,1.0066079295154187,7,0.074,8432.432432432433,4,5
1.59,Premium,I,VS2,60.2,60.0,10039,7.58,7.61,4.57,0.9960578186596584,6,0.31800000000000006,31569.1823899371,5,4
1.0,Premium,F,SI2,62.8,57.0,4155,6.44,6.37,4.02,1.010989010989011,3,0.2,20775.0,7,4
0.71,Ideal,E,SI1,62.9,57.0,2651,5.67,5.72,3.58,0.9912587412587412,2,0.142,18669.014084507045,6,5
1.11,Premium,H,SI1,61.9,58.0,4960,6.63,6.59,4.09,1.0060698027314112,5,0.22200000000000003,22342.34234234234,6,4
0.32,Ideal,G,VVS2,61.1,55.0,730,4.42,4.45,2.71,0.9932584269662921,4,0.064,11406.25,3,5
1.3,Very Good,I,VS1,62.1,59.0,7333,6.97,7.01,4.34,0.9942938659058488,6,0.26,28203.846153846152,4,3
0.3,Ideal,H,VS2,61.9,55.0,496,4.28,4.31,2.66,0.9930394431554526,5,0.06,8266.666666666668,5,5
0.62,Premium,G,SI1,59.3,58.0,1253,5.6,5.56,3.31,1.0071942446043165,4,0.124,10104.838709677419,6,4
0.72,Ideal,D,SI1,60.5,56.0,3550,5.79,5.84,3.52,0.9914383561643836,1,0.144,24652.77777777778,6,5
1.53,Fair,J,VS2,64.7,58.0,6659,7.24,7.22,4.68,1.002770083102493,7,0.30600000000000005,21761.43790849673,5,1
0.42,Ideal,G,VS1,61.0,56.0,823,4.82,4.86,2.95,0.9917695473251029,4,0.084,9797.619047619048,4,5
0.34,Ideal,E,VS1,62.2,55.0,805,4.49,4.52,2.8,0.9933628318584072,2,0.068,11838.235294117647,4,5
0.56,Ideal,G,VS2,61.2,56.0,1580,5.29,5.33,3.25,0.9924953095684803,4,0.11200000000000002,14107.142857142855,5,5
0.8,Ideal,H,VS1,63.1,58.0,3111,5.89,5.96,3.74,0.9882550335570469,5,0.16000000000000003,19443.749999999996,4,5
1.12,Ideal,G,SI2,62.4,56.0,4798,6.67,6.63,4.15,1.0060331825037707,4,0.22400000000000003,21419.642857142855,7,5
0.5,Premium,G,VS1,59.7,60.0,1746,5.14,5.11,3.06,1.0058708414872797,4,0.1,17460.0,4,4
0.33,Very Good,H,VS1,59.7,59.0,579,4.52,4.53,2.7,0.9977924944812361,5,0.066,8772.727272727272,4,3
1.32,Very Good,F,VS1,60.3,57.0,10575,7.08,7.12,4.28,0.9943820224719101,3,0.264,40056.81818181818,4,3
1.09,Ideal,H,SI1,61.4,56.0,6970,6.61,6.64,4.07,0.9954819277108434,5,0.21800000000000003,31972.47706422018,6,5
0.9,Good,G,SI2,62.7,59.0,3489,6.04,6.12,3.81,0.9869281045751633,4,0.18000000000000002,19383.333333333332,7,2
0.53,Good,H,SI1,63.9,55.0,1132,5.14,5.19,3.3,0.9903660886319845,5,0.10600000000000001,10679.245283018867,6,2
0.34,Ideal,D,VS2,61.4,56.0,1033,4.53,4.5,2.77,1.0066666666666668,1,0.068,15191.176470588234,5,5
1.24,Premium,H,SI2,60.4,59.0,5277,6.99,6.92,4.2,1.0101156069364163,5,0.248,21278.225806451614,7,4
0.53,Very Good,J,VS2,63.3,56.0,1122,5.18,5.12,3.26,1.01171875,7,0.10600000000000001,10584.905660377357,5,3
0.37,Ideal,G,VVS1,61.4,55.0,936,4.67,4.71,2.88,0.9915074309978769,4,0.074,12648.64864864865,2,5
0.23,Very Good,E,VVS2,61.6,57.0,505,3.95,3.97,2.44,0.9949622166246851,2,0.046000000000000006,10978.260869565216,3,3
1.01,Very Good,E,VS1,63.9,58.0,7597,6.31,6.36,4.05,0.992138364779874,2,0.202,37608.91089108911,4,3
1.16,Ideal,G,VS2,60.7,58.0,7128,6.86,6.81,4.15,1.0073421439060206,4,0.23199999999999998,30724.137931034486,5,5
0.32,Ideal,E,VVS1,61.6,56.0,827,4.37,4.43,2.71,0.9864559819413093,2,0.064,12921.875,2,5
1.01,Premium,E,SI2,59.1,60.0,4412,6.57,6.55,3.88,1.003053435114504,2,0.202,21841.58415841584,7,4
0.32,Ideal,I,VVS2,62.6,54.0,720,4.41,4.37,2.75,1.0091533180778032,6,0.064,11250.0,3,5
0.52,Premium,G,VVS2,61.0,58.0,1707,5.15,5.21,3.16,0.9884836852207295,4,0.10400000000000001,16413.461538461535,3,4
1.08,Premium,G,VS1,62.0,60.0,6689,6.55,6.51,4.05,1.0061443932411673,4,0.21600000000000003,30967.592592592588,4,4
1.31,Premium,J,SI1,59.6,59.0,5876,7.16,7.13,4.26,1.0042075736325387,7,0.262,22427.480916030534,6,4
0.45,Ideal,I,VS2,61.9,54.0,717,4.92,4.94,3.05,0.9959514170040485,6,0.09000000000000001,7966.666666666666,5,5
0.32,Premium,H,IF,61.2,58.0,842,4.37,4.39,2.68,0.9954441913439637,5,0.064,13156.25,1,4
0.34,Premium,I,VVS1,61.9,58.0,803,4.52,4.43,2.77,1.020316027088036,6,0.068,11808.823529411764,2,4
0.41,Ideal,G,IF,61.7,56.0,1367,4.77,4.8,2.95,0.9937499999999999,4,0.082,16670.73170731707,1,5
0.74,Very Good,F,SI2,63.1,58.0,1909,5.76,5.72,3.62,1.006993006993007,3,0.148,12898.64864864865,7,3
0.33,Ideal,G,VS1,62.1,54.0,666,4.45,4.47,2.77,0.9955257270693513,4,0.066,10090.90909090909,4,5
0.66,Ideal,D,VVS2,61.6,57.0,3103,5.57,5.64,3.45,0.9875886524822696,1,0.132,23507.575757575756,3,5
0.9,Very Good,H,VS2,62.2,58.0,4157,6.11,6.18,3.82,0.9886731391585761,5,0.18000000000000002,23094.44444444444,5,3
0.3,Ideal,E,VVS1,62.5,57.0,862,4.27,4.3,2.68,0.9930232558139535,2,0.06,14366.666666666668,2,5
0.31,Ideal,E,VS2,62.9,56.0,872,4.33,4.29,2.71,1.0093240093240092,2,0.062,14064.516129032258,5,5
1.53,Premium,H,VS2,59.3,59.0,10224,7.53,7.59,4.48,0.9920948616600791,5,0.30600000000000005,33411.76470588235,5,4
1.04,Ideal,G,VS1,62.3,56.0,7457,6.45,6.49,4.03,0.9938366718027735,4,0.20800000000000002,35850.96153846153,4,5
0.88,Very Good,E,SI2,59.1,58.0,3150,6.22,6.3,3.7,0.9873015873015872,2,0.17600000000000002,17897.727272727272,7,3
0.6,Ideal,H,SI2,61.9,55.0,1238,5.43,5.46,3.37,0.9945054945054944,5,0.12,10316.666666666668,7,5
1.51,Premium,J,VS2,59.6,60.0,7553,7.58,7.48,4.49,1.0133689839572193,7,0.30200000000000005,25009.933774834433,5,4
0.5,Ideal,D,VS1,62.2,54.4,2033,5.07,5.11,3.16,0.9921722113502935,1,0.1,20330.0,4,5
0.57,Ideal,F,VS2,61.6,56.0,1684,5.37,5.34,3.3,1.00561797752809,3,0.11399999999999999,14771.929824561405,5,5
